,exchange,symbol,timestamp,local_timestamp,asks[0].price,asks[0].amount,bids[0].price,bids[0].amount,asks[1].price,asks[1].amount,bids[1].price,bids[1].amount,asks[2].price,asks[2].amount,bids[2].price,bids[2].amount,asks[3].price,asks[3].amount,bids[3].price,bids[3].amount,asks[4].price,asks[4].amount,bids[4].price,bids[4].amount,asks[5].price,asks[5].amount,bids[5].price,bids[5].amount,asks[6].price,asks[6].amount,bids[6].price,bids[6].amount,asks[7].price,asks[7].amount,bids[7].price,bids[7].amount,asks[8].price,asks[8].amount,bids[8].price,bids[8].amount,asks[9].price,asks[9].amount,bids[9].price,bids[9].amount,asks[10].price,asks[10].amount,bids[10].price,bids[10].amount,asks[11].price,asks[11].amount,bids[11].price,bids[11].amount,asks[12].price,asks[12].amount,bids[12].price,bids[12].amount,asks[13].price,asks[13].amount,bids[13].price,bids[13].amount,asks[14].price,asks[14].amount,bids[14].price,bids[14].amount,asks[15].price,asks[15].amount,bids[15].price,bids[15].amount,asks[16].price,asks[16].amount,bids[16].price,bids[16].amount,asks[17].price,asks[17].amount,bids[17].price,bids[17].amount,asks[18].price,asks[18].amount,bids[18].price,bids[18].amount,asks[19].price,asks[19].amount,bids[19].price,bids[19].amount,asks[20].price,asks[20].amount,bids[20].price,bids[20].amount,asks[21].price,asks[21].amount,bids[21].price,bids[21].amount,asks[22].price,asks[22].amount,bids[22].price,bids[22].amount,asks[23].price,asks[23].amount,bids[23].price,bids[23].amount,asks[24].price,asks[24].amount,bids[24].price,bids[24].amount
17088,deribit,BTC-PERPETUAL,2020-04-01 00:05:05.351575,1585699505351575,6429.0,53640,6428.5,62590,6429.5,20,6428.0,1980,6430.5,17670,6427.5,1800,6431.0,1000,6427.0,30890,6431.5,71430,6426.5,3410,6432.0,15780,6426.0,39130,6432.5,67460,6425.5,47450,6433.0,24040,6425.0,20580,6433.5,77820,6424.5,95150,6434.0,17630,6424.0,20700,6434.5,115370,6423.5,186850,6435.0,34790,6423.0,59750,6435.5,45210,6422.5,5910,6436.0,40850,6422.0,27030,6436.5,550,6421.5,40230,6437.0,5470,6421.0,116430,6437.5,90780,6420.5,1000,6438.0,1460,6420.0,25060,6438.5,180,6419.5,106020,6439.0,44010,6419.0,3710,6439.5,106100,6418.5,137930,6440.0,16460,6418.0,3320,6440.5,59930,6417.5,14910,6441.0,32590,6417.0,25710,6441.5,150000,6416.5,5030
17114,deribit,BTC-PERPETUAL,2020-04-01 00:05:06.019085,1585699506019085,6429.0,53520,6428.5,62590,6429.5,20,6428.0,1980,6430.0,120,6427.5,1800,6430.5,16090,6427.0,30890,6431.0,1130,6426.5,3410,6431.5,66060,6426.0,40480,6432.0,12670,6425.5,46210,6432.5,77030,6425.0,20470,6433.0,24040,6424.5,95270,6433.5,77660,6424.0,20700,6434.0,17630,6423.5,231740,6434.5,115530,6423.0,27000,6435.0,35090,6422.5,6050,6435.5,44610,6422.0,23820,6436.0,40850,6421.5,26770,6436.5,550,6421.0,116430,6437.0,5470,6420.5,1000,6437.5,55780,6420.0,25060,6438.0,1460,6419.5,106020,6438.5,180,6419.0,3710,6439.0,44010,6418.5,137930,6439.5,106100,6418.0,3320,6440.0,16460,6417.5,14910,6440.5,59930,6417.0,25710,6441.0,9050,6416.5,5030
17134,deribit,BTC-PERPETUAL,2020-04-01 00:05:07.030990,1585699507030990,6429.0,6930,6428.5,44800,6429.5,20,6428.0,1980,6430.0,120,6427.5,11800,6430.5,61090,6427.0,20890,6431.0,1130,6426.5,3410,6431.5,66060,6426.0,40590,6432.0,12670,6425.5,46100,6432.5,77030,6425.0,20470,6433.0,24040,6424.5,96680,6433.5,77660,6424.0,3120,6434.0,17630,6423.5,249620,6434.5,118530,6423.0,27000,6435.0,52430,6422.5,9260,6435.5,27180,6422.0,23820,6436.0,40850,6421.5,25250,6436.5,550,6421.0,86440,6437.0,5470,6420.5,1000,6437.5,55780,6420.0,25060,6438.0,1460,6419.5,106020,6438.5,180,6419.0,3710,6439.0,44010,6418.5,137930,6439.5,106100,6418.0,3320,6440.0,16460,6417.5,14910,6440.5,59930,6417.0,25710,6441.0,9050,6416.5,5030
17162,deribit,BTC-PERPETUAL,2020-04-01 00:05:08.153447,1585699508153447,6429.0,6930,6428.5,44800,6429.5,20,6428.0,1980,6430.0,120,6427.5,11800,6430.5,61090,6427.0,20890,6431.0,1130,6426.5,12600,6431.5,66060,6426.0,29820,6432.0,12670,6425.5,46100,6432.5,76830,6425.0,6750,6433.0,24040,6424.5,112150,6433.5,77660,6424.0,3120,6434.0,17630,6423.5,251490,6434.5,131400,6423.0,27000,6435.0,52090,6422.5,9260,6435.5,27510,6422.0,22290,6436.0,40850,6421.5,25250,6436.5,550,6421.0,86440,6437.0,5470,6420.5,1000,6437.5,55780,6420.0,25060,6438.0,1460,6419.5,106020,6438.5,180,6419.0,3710,6439.0,44010,6418.5,137930,6439.5,106100,6418.0,3320,6440.0,16460,6417.5,14910,6440.5,59930,6417.0,25710,6441.0,9050,6416.5,5030
17204,deribit,BTC-PERPETUAL,2020-04-01 00:05:09.026781,1585699509026781,6429.0,11630,6428.5,37390,6429.5,20,6428.0,1980,6430.0,120,6427.5,11800,6430.5,61090,6427.0,24100,6431.0,1000,6426.5,3410,6431.5,66060,6426.0,45440,6432.0,21780,6425.5,46100,6432.5,67600,6425.0,6860,6433.0,24040,6424.5,112150,6433.5,77660,6424.0,3120,6434.0,17630,6423.5,238890,6434.5,131400,6423.0,28540,6435.0,52090,6422.5,22460,6435.5,27510,6422.0,41690,6436.0,42590,6421.5,25250,6436.5,550,6421.0,86440,6437.0,3730,6420.5,17650,6437.5,55780,6420.0,25060,6438.0,1460,6419.5,90000,6438.5,180,6419.0,3710,6439.0,44010,6418.5,137930,6439.5,291100,6418.0,120,6440.0,16460,6417.5,14910,6440.5,59930,6417.0,19300,6441.0,9050,6416.5,5030
17234,deribit,BTC-PERPETUAL,2020-04-01 00:05:10.158893,1585699510158893,6429.0,11520,6428.5,42490,6429.5,20,6428.0,1980,6430.0,240,6427.5,11800,6430.5,67520,6427.0,24100,6431.0,1000,6426.5,3410,6431.5,59630,6426.0,45440,6432.0,21920,6425.5,46210,6432.5,67460,6425.0,6750,6433.0,24040,6424.5,112150,6433.5,79200,6424.0,3000,6434.0,17630,6423.5,221310,6434.5,149130,6423.0,81240,6435.0,52420,6422.5,22460,6435.5,13770,6422.0,41550,6436.0,23290,6421.5,25390,6436.5,550,6421.0,5170,6437.0,18620,6420.5,17810,6437.5,55780,6420.0,71170,6438.0,36460,6419.5,90000,6438.5,180,6419.0,3710,6439.0,44010,6418.5,137930,6439.5,291100,6418.0,120,6440.0,16460,6417.5,14910,6440.5,24930,6417.0,19300,6441.0,9050,6416.5,30
17257,deribit,BTC-PERPETUAL,2020-04-01 00:05:11.051409,1585699511051409,6429.0,11630,6428.5,37330,6429.5,45020,6428.0,620,6430.0,120,6427.5,1360,6430.5,23960,6427.0,25920,6431.0,1000,6426.5,12620,6431.5,58190,6426.0,36130,6432.0,21920,6425.5,46210,6432.5,67460,6425.0,6750,6433.0,24040,6424.5,112150,6433.5,79200,6424.0,3000,6434.0,17930,6423.5,221310,6434.5,149430,6423.0,81240,6435.0,52120,6422.5,22460,6435.5,13770,6422.0,41550,6436.0,23290,6421.5,25390,6436.5,550,6421.0,5170,6437.0,18620,6420.5,17650,6437.5,240780,6420.0,71330,6438.0,36460,6419.5,90000,6438.5,180,6419.0,3710,6439.0,44010,6418.5,137930,6439.5,106100,6418.0,120,6440.0,16460,6417.5,14910,6440.5,24930,6417.0,19300,6441.0,9050,6416.5,30
17293,deribit,BTC-PERPETUAL,2020-04-01 00:05:12.031088,1585699512031088,6429.0,74570,6428.5,16600,6429.5,20,6428.0,1250,6430.0,6760,6427.0,17700,6430.5,14320,6426.5,5190,6431.0,1000,6426.0,45220,6431.5,70600,6425.5,46100,6432.0,19240,6425.0,6860,6432.5,67460,6424.5,96680,6433.0,24040,6424.0,18470,6433.5,78260,6423.5,221310,6434.0,17630,6423.0,46240,6434.5,149130,6422.5,22460,6435.0,34360,6422.0,106680,6435.5,27110,6421.5,25250,6436.0,42590,6421.0,5170,6436.5,550,6420.5,17650,6437.0,34120,6420.0,71170,6437.5,75280,6419.5,90000,6438.0,36460,6419.0,3880,6438.5,180,6418.5,137930,6439.0,174530,6418.0,120,6439.5,106100,6417.5,14910,6440.0,16460,6417.0,19300,6440.5,24930,6416.5,30,6441.0,9050,6416.0,50
17333,deribit,BTC-PERPETUAL,2020-04-01 00:05:13.044585,1585699513044585,6429.0,74570,6428.5,28700,6429.5,20,6428.0,1250,6430.0,6760,6427.0,17700,6430.5,14320,6426.5,5190,6431.0,1000,6426.0,45460,6431.5,61400,6425.5,46100,6432.0,21890,6425.0,6860,6432.5,67860,6424.5,96680,6433.0,30070,6424.0,20130,6433.5,77660,6423.5,221190,6434.0,17930,6423.0,44700,6434.5,149430,6422.5,22460,6435.0,34360,6422.0,87420,6435.5,13770,6421.5,25250,6436.0,23290,6421.0,5170,6436.5,550,6420.5,36910,6437.0,38540,6420.0,71330,6437.5,56630,6419.5,90000,6438.0,36460,6419.0,3710,6438.5,17670,6418.5,137930,6439.0,209530,6418.0,120,6439.5,106100,6417.5,14910,6440.0,16460,6417.0,19300,6440.5,24930,6416.5,30,6441.0,9050,6416.0,50
17351,deribit,BTC-PERPETUAL,2020-04-01 00:05:14.024521,1585699514024521,6429.0,56890,6428.5,28700,6429.5,3660,6428.0,620,6430.0,240,6427.0,25920,6430.5,14320,6426.5,12620,6431.0,1000,6426.0,36130,6431.5,61400,6425.5,46210,6432.0,21890,6425.0,6750,6432.5,67860,6424.5,95150,6433.0,30070,6424.0,20130,6433.5,77660,6423.5,221190,6434.0,17930,6423.0,44700,6434.5,149430,6422.5,22460,6435.0,34360,6422.0,87420,6435.5,13770,6421.5,26770,6436.0,23290,6421.0,5170,6436.5,550,6420.5,36910,6437.0,38540,6420.0,71330,6437.5,56630,6419.5,90000,6438.0,36460,6419.0,3710,6438.5,17670,6418.5,137930,6439.0,209530,6418.0,120,6439.5,106100,6417.5,14910,6440.0,16460,6417.0,19300,6440.5,24930,6416.5,30,6441.0,9050,6416.0,50
17460,deribit,BTC-PERPETUAL,2020-04-01 00:05:15.003905,1585699515003905,6429.0,56520,6428.5,40610,6429.5,4040,6428.0,620,6430.0,140,6427.5,11020,6430.5,12880,6427.0,206270,6431.0,1120,6426.5,92480,6431.5,58200,6426.0,12910,6432.0,9200,6425.5,49310,6432.5,69300,6425.0,5120,6433.0,39320,6424.5,23730,6433.5,15750,6424.0,20010,6434.0,14580,6423.5,3440,6434.5,149270,6423.0,44840,6435.0,69910,6422.5,19250,6435.5,13770,6422.0,57290,6436.0,36060,6421.5,26640,6436.5,550,6421.0,5170,6437.0,38540,6420.5,133200,6437.5,40280,6420.0,71330,6438.0,1460,6419.5,90000,6438.5,50510,6419.0,3710,6439.0,24530,6418.5,30770,6439.5,17280,6418.0,120,6440.0,16460,6417.5,14910,6440.5,24930,6417.0,24300,6441.0,114130,6416.5,30
17869,deribit,BTC-PERPETUAL,2020-04-01 00:05:16.030906,1585699516030906,6431.5,10,6431.0,140920,6432.5,66270,6430.5,3640,6433.0,57870,6430.0,10040,6433.5,4550,6429.5,56840,6434.5,25670,6429.0,47410,6435.0,2250,6428.5,45200,6435.5,17550,6428.0,7310,6436.0,21550,6427.5,21540,6436.5,28390,6427.0,208520,6437.0,18460,6426.5,27780,6437.5,23630,6426.0,29750,6438.0,22520,6425.5,34230,6438.5,98800,6425.0,40530,6439.0,114530,6424.5,43860,6439.5,52950,6424.0,94550,6440.0,3060,6423.5,96730,6440.5,209930,6423.0,27000,6441.0,50,6422.5,15250,6442.0,60750,6422.0,48550,6442.5,16130,6421.5,44380,6443.0,35080,6421.0,10170,6443.5,25050,6420.5,1000,6444.0,70350,6420.0,24900,6444.5,103590,6419.0,3710,6445.0,25440,6418.5,30770
17961,deribit,BTC-PERPETUAL,2020-04-01 00:05:17.002351,1585699517002351,6431.5,10,6431.0,157360,6432.5,20000,6430.5,11600,6433.5,3200,6430.0,40,6434.0,45000,6429.5,101720,6434.5,25670,6429.0,39560,6435.0,12870,6428.5,560,6435.5,11020,6428.0,20160,6436.0,23670,6427.5,36620,6436.5,13960,6427.0,195840,6437.0,47120,6426.5,27030,6437.5,23630,6426.0,29750,6438.0,19200,6425.5,51530,6438.5,113820,6425.0,5530,6439.0,134850,6424.5,43860,6439.5,41710,6424.0,110800,6440.0,18570,6423.5,96570,6440.5,24930,6423.0,75980,6441.0,50,6422.5,1910,6441.5,170,6422.0,2280,6442.0,47350,6421.5,44380,6442.5,18130,6421.0,5170,6443.0,40,6420.5,1000,6443.5,38440,6420.0,29900,6444.0,47310,6419.0,1000,6444.5,98610,6418.5,30770
18087,deribit,BTC-PERPETUAL,2020-04-01 00:05:18.025244,1585699518025244,6432.5,20000,6432.0,92940,6433.0,12870,6431.5,110,6434.0,45000,6431.0,6520,6434.5,28570,6430.5,4930,6435.5,56670,6430.0,40,6436.0,23290,6429.5,111070,6436.5,14290,6429.0,36880,6437.0,14410,6428.5,550,6437.5,23750,6428.0,930,6438.0,25630,6427.5,36620,6438.5,99370,6427.0,231840,6439.0,133260,6426.5,29050,6439.5,35890,6426.0,26540,6440.0,20300,6425.5,48320,6440.5,24810,6425.0,5660,6441.0,50,6424.5,63000,6441.5,170,6424.0,155520,6442.0,47350,6423.5,96570,6442.5,15160,6423.0,29710,6443.0,35040,6422.5,1910,6443.5,72950,6422.0,2270,6444.0,194090,6421.5,25120,6444.5,98610,6421.0,5170,6445.0,26930,6420.5,1120,6445.5,5000,6420.0,29900
18153,deribit,BTC-PERPETUAL,2020-04-01 00:05:19.058736,1585699519058736,6432.5,41000,6432.0,31670,6433.0,12870,6431.0,6630,6434.0,48640,6430.5,3210,6434.5,28570,6430.0,40,6435.0,1550,6429.5,103330,6435.5,56560,6429.0,36890,6436.0,21550,6428.5,530,6436.5,14710,6428.0,11300,6437.0,14410,6427.5,43040,6437.5,23630,6427.0,231840,6438.0,38650,6426.5,22630,6438.5,99370,6426.0,26540,6439.0,134860,6425.5,700,6439.5,25890,6425.0,19400,6440.0,3220,6424.5,63000,6440.5,40320,6424.0,139270,6441.0,50,6423.5,131570,6441.5,5000,6423.0,29710,6442.0,25060,6422.5,1910,6442.5,235160,6422.0,2270,6443.0,30080,6421.5,25120,6443.5,37950,6421.0,5170,6444.0,66990,6420.5,1120,6444.5,98610,6420.0,29900,6445.0,28670,6419.5,9220
18221,deribit,BTC-PERPETUAL,2020-04-01 00:05:20.022068,1585699520022068,6432.5,41000,6432.0,18790,6433.0,16530,6431.5,11120,6434.0,45000,6431.0,8280,6434.5,28570,6430.0,70,6435.0,1550,6429.5,115740,6435.5,56260,6429.0,30460,6436.0,21850,6428.5,530,6436.5,29000,6428.0,7350,6437.0,120,6427.5,43040,6437.5,23630,6427.0,231820,6438.0,38510,6426.5,22630,6438.5,99510,6426.0,26540,6439.0,134860,6425.5,30690,6439.5,25890,6425.0,19400,6440.0,3060,6424.5,43730,6440.5,40480,6424.0,139270,6441.0,185050,6423.5,150840,6441.5,5000,6423.0,29710,6442.0,43830,6422.5,1910,6442.5,50160,6422.0,2270,6443.0,10040,6421.5,25120,6443.5,37950,6421.0,5170,6444.0,66990,6420.5,1120,6444.5,98610,6420.0,29900,6445.0,28730,6419.5,9220
18265,deribit,BTC-PERPETUAL,2020-04-01 00:05:21.030501,1585699521030501,6432.5,45060,6432.0,10960,6433.0,12890,6431.5,9170,6433.5,29990,6431.0,8280,6434.0,45000,6430.0,80,6434.5,28570,6429.5,106660,6435.0,1550,6429.0,30850,6435.5,55860,6428.5,130,6436.0,22250,6428.0,17370,6436.5,28880,6427.5,43180,6437.0,240,6427.0,231820,6437.5,28630,6426.5,22630,6438.0,38510,6426.0,26540,6438.5,99510,6425.5,30690,6439.0,134860,6425.0,19400,6439.5,25890,6424.5,43730,6440.0,3060,6424.0,139270,6440.5,40480,6423.5,150840,6441.0,185050,6423.0,29710,6441.5,5000,6422.5,1910,6442.0,43830,6422.0,2270,6442.5,50160,6421.5,25120,6443.0,10040,6421.0,5170,6443.5,37950,6420.5,1120,6444.0,66990,6420.0,29900,6444.5,98610,6419.5,9220
18290,deribit,BTC-PERPETUAL,2020-04-01 00:05:22.021960,1585699522021960,6432.5,45060,6432.0,29960,6433.0,12890,6431.5,9170,6433.5,29990,6431.0,8280,6434.0,45000,6430.0,80,6434.5,28570,6429.5,106660,6435.0,1550,6429.0,30850,6435.5,56160,6428.5,130,6436.0,21950,6428.0,30220,6436.5,28880,6427.5,43180,6437.0,240,6427.0,218970,6437.5,28630,6426.5,22630,6438.0,38510,6426.0,26540,6438.5,99510,6425.5,30690,6439.0,134860,6425.0,19400,6439.5,25280,6424.5,43730,6440.0,3060,6424.0,93000,6440.5,40480,6423.5,166970,6441.0,185050,6423.0,75980,6441.5,5000,6422.5,1910,6442.0,43830,6422.0,2270,6442.5,50160,6421.5,25120,6443.0,10650,6421.0,5170,6443.5,37950,6420.5,1120,6444.0,66990,6420.0,29900,6444.5,98610,6419.5,9220
18322,deribit,BTC-PERPETUAL,2020-04-01 00:05:23.007173,1585699523007173,6432.5,22690,6432.0,7860,6433.0,16980,6431.5,9170,6433.5,30480,6431.0,8280,6434.0,45000,6430.0,80,6434.5,28570,6429.5,106660,6435.0,1550,6429.0,30850,6435.5,55860,6428.5,130,6436.0,22370,6428.0,30220,6436.5,28880,6427.5,43180,6437.0,120,6427.0,218970,6437.5,28830,6426.5,22630,6438.0,38510,6426.0,26540,6438.5,99510,6425.5,30690,6439.0,134860,6425.0,19400,6439.5,25280,6424.5,43730,6440.0,3060,6424.0,93000,6440.5,40480,6423.5,150840,6441.0,185050,6423.0,75980,6441.5,5000,6422.5,1910,6442.0,43830,6422.0,2270,6442.5,48160,6421.5,25120,6443.0,12630,6421.0,5170,6443.5,37950,6420.5,1120,6444.0,66950,6420.0,29900,6444.5,98650,6419.5,9220
18333,deribit,BTC-PERPETUAL,2020-04-01 00:05:24.098198,1585699524098198,6432.5,55130,6432.0,17160,6433.0,13340,6431.5,9170,6433.5,30480,6431.0,8280,6434.0,45000,6430.0,80,6434.5,28570,6429.5,106660,6435.0,1550,6429.0,30850,6435.5,55860,6428.5,130,6436.0,22370,6428.0,30220,6436.5,28580,6427.5,43180,6437.0,420,6427.0,218970,6437.5,28830,6426.5,22630,6438.0,38510,6426.0,26540,6438.5,99510,6425.5,30690,6439.0,134860,6425.0,19400,6439.5,25280,6424.5,43730,6440.0,3060,6424.0,93000,6440.5,40480,6423.5,150840,6441.0,185050,6423.0,29710,6441.5,5000,6422.5,48180,6442.0,43830,6422.0,2270,6442.5,48160,6421.5,44730,6443.0,12630,6421.0,5170,6443.5,37950,6420.5,1120,6444.0,66950,6420.0,29900,6444.5,98650,6419.5,9220
18337,deribit,BTC-PERPETUAL,2020-04-01 00:05:25.077050,1585699525077050,6432.5,55130,6432.0,17160,6433.0,13340,6431.5,9170,6433.5,30480,6431.0,8280,6434.0,45000,6430.0,80,6434.5,28570,6429.5,106660,6435.0,1550,6429.0,30850,6435.5,55860,6428.5,130,6436.0,22370,6428.0,30220,6436.5,28580,6427.5,43180,6437.0,420,6427.0,218970,6437.5,23830,6426.5,22630,6438.0,38510,6426.0,26540,6438.5,99510,6425.5,30690,6439.0,134860,6425.0,19400,6439.5,25280,6424.5,43730,6440.0,3060,6424.0,93000,6440.5,41090,6423.5,150840,6441.0,185050,6423.0,29710,6441.5,5000,6422.5,48180,6442.0,43830,6422.0,2270,6442.5,48160,6421.5,44730,6443.0,12020,6421.0,5170,6443.5,37950,6420.5,1120,6444.0,66950,6420.0,29900,6444.5,98650,6419.5,9220
18360,deribit,BTC-PERPETUAL,2020-04-01 00:05:26.004101,1585699526004101,6432.5,34990,6432.0,41830,6433.0,13340,6431.0,9750,6433.5,30480,6430.5,10020,6434.0,45000,6430.0,60,6434.5,28570,6429.5,106540,6435.0,1550,6429.0,30850,6435.5,55860,6428.5,130,6436.0,22370,6428.0,35220,6436.5,28580,6427.5,43180,6437.0,420,6427.0,218970,6437.5,23830,6426.5,22630,6438.0,38510,6426.0,26540,6438.5,99510,6425.5,30690,6439.0,134860,6425.0,19400,6439.5,25280,6424.5,43730,6440.0,3060,6424.0,93000,6440.5,41090,6423.5,150840,6441.0,185050,6423.0,29710,6441.5,5000,6422.5,48180,6442.0,43830,6422.0,2270,6442.5,48160,6421.5,44730,6443.0,12020,6421.0,5170,6443.5,37950,6420.5,1120,6444.0,66950,6420.0,29900,6444.5,98650,6419.5,9220
18392,deribit,BTC-PERPETUAL,2020-04-01 00:05:27.000775,1585699527000775,6432.5,76890,6432.0,110,6433.0,16980,6431.0,17440,6433.5,30480,6430.5,20,6434.0,45000,6430.0,180,6434.5,28570,6429.5,106940,6435.0,1550,6429.0,30450,6435.5,55860,6428.5,110,6436.0,22250,6428.0,37850,6436.5,28580,6427.5,21280,6437.0,540,6427.0,255950,6437.5,23830,6426.5,4930,6438.0,20770,6426.0,26540,6438.5,117250,6425.5,30690,6439.0,133120,6425.0,19400,6439.5,25280,6424.5,43730,6440.0,4800,6424.0,93000,6440.5,41090,6423.5,150840,6441.0,185050,6423.0,29710,6441.5,5000,6422.5,48180,6442.0,43830,6422.0,2270,6442.5,48160,6421.5,44730,6443.0,10020,6421.0,5170,6443.5,37950,6420.5,1120,6444.0,66950,6420.0,29900,6444.5,98610,6419.5,9220
18424,deribit,BTC-PERPETUAL,2020-04-01 00:05:28.001454,1585699528001454,6432.5,35990,6432.0,20670,6433.0,16980,6431.5,12170,6433.5,30480,6431.0,8270,6434.0,45000,6430.5,20,6434.5,28570,6430.0,180,6435.0,10620,6429.5,113360,6435.5,46620,6429.0,30450,6436.0,22370,6428.5,22790,6436.5,28580,6428.0,27710,6437.0,420,6427.5,21280,6437.5,23830,6427.0,236680,6438.0,20770,6426.5,4930,6438.5,118940,6426.0,38590,6439.0,133120,6425.5,49960,6439.5,25280,6425.0,5830,6440.0,3060,6424.5,43730,6440.5,40480,6424.0,93000,6441.0,185050,6423.5,131570,6441.5,5610,6423.0,46830,6442.0,43830,6422.5,48180,6442.5,48160,6422.0,2270,6443.0,12020,6421.5,25120,6443.5,37950,6421.0,5170,6444.0,70170,6420.5,1120,6444.5,98610,6420.0,29900
18441,deribit,BTC-PERPETUAL,2020-04-01 00:05:29.044228,1585699529044228,6432.5,45190,6432.0,20670,6433.0,16980,6431.5,12170,6433.5,30480,6431.0,8270,6434.0,45000,6430.5,20,6434.5,28570,6430.0,180,6435.0,10620,6429.5,122390,6435.5,46620,6429.0,30450,6436.0,21950,6428.5,110,6436.5,28880,6428.0,21290,6437.0,240,6427.5,21280,6437.5,24130,6427.0,249530,6438.0,20770,6426.5,11350,6438.5,118940,6426.0,38590,6439.0,133120,6425.5,49960,6439.5,25280,6425.0,5830,6440.0,3060,6424.5,43730,6440.5,56650,6424.0,93000,6441.0,185050,6423.5,131570,6441.5,5610,6423.0,46830,6442.0,25060,6422.5,48180,6442.5,48160,6422.0,2270,6443.0,10020,6421.5,25120,6443.5,37950,6421.0,5170,6444.0,70170,6420.5,1120,6444.5,98610,6420.0,29900
18459,deribit,BTC-PERPETUAL,2020-04-01 00:05:30.015790,1585699530015790,6432.5,41390,6432.0,27970,6433.0,16980,6431.5,9170,6433.5,30480,6431.0,8270,6434.0,46440,6430.5,20,6434.5,28570,6430.0,180,6435.0,9180,6429.5,65820,6435.5,46620,6429.0,30450,6436.0,21950,6428.5,110,6436.5,28880,6428.0,89730,6437.0,5240,6427.5,21280,6437.5,24130,6427.0,249530,6438.0,20770,6426.5,11350,6438.5,53320,6426.0,38590,6439.0,133120,6425.5,49960,6439.5,25280,6425.0,5830,6440.0,3060,6424.5,43730,6440.5,56650,6424.0,93000,6441.0,185050,6423.5,38100,6441.5,5610,6423.0,46830,6442.0,25060,6422.5,48180,6442.5,134810,6422.0,100150,6443.0,12020,6421.5,25120,6443.5,37950,6421.0,5170,6444.0,70170,6420.5,1120,6444.5,200,6420.0,29900
18491,deribit,BTC-PERPETUAL,2020-04-01 00:05:31.064215,1585699531064215,6432.5,85470,6431.0,8270,6433.0,13340,6430.5,20,6433.5,30480,6430.0,180,6434.0,45000,6429.5,65820,6434.5,28570,6429.0,30450,6435.0,10620,6428.5,110,6435.5,46620,6428.0,89730,6436.0,22250,6427.5,27700,6436.5,86540,6427.0,249530,6437.0,5540,6426.5,4930,6437.5,23830,6426.0,38590,6438.0,20770,6425.5,49960,6438.5,53320,6425.0,5830,6439.0,133120,6424.5,43730,6439.5,25280,6424.0,93000,6440.0,3060,6423.5,38100,6440.5,56650,6423.0,46830,6441.0,185050,6422.5,48180,6441.5,5610,6422.0,100150,6442.0,25060,6421.5,25120,6442.5,134810,6421.0,5170,6443.0,12020,6420.5,1120,6443.5,37950,6420.0,29900,6444.0,47270,6419.5,9220,6444.5,200,6419.0,1000
18552,deribit,BTC-PERPETUAL,2020-04-01 00:05:32.147130,1585699532147130,6431.5,72740,6431.0,38030,6432.0,3640,6430.5,20,6432.5,21470,6430.0,180,6433.0,58340,6429.5,54790,6433.5,30480,6429.0,32450,6434.0,1440,6428.5,10010,6434.5,28570,6428.0,74250,6435.0,9180,6427.5,36760,6435.5,47020,6427.0,249530,6436.0,21850,6426.5,11350,6436.5,86540,6426.0,38590,6437.0,3540,6425.5,49960,6437.5,23830,6425.0,5830,6438.0,20770,6424.5,43730,6438.5,53320,6424.0,93000,6439.0,133120,6423.5,38100,6439.5,25280,6423.0,46830,6440.0,3060,6422.5,48180,6440.5,57260,6422.0,100150,6441.0,185050,6421.5,25120,6442.0,27060,6421.0,5170,6442.5,134810,6420.5,1120,6443.0,10020,6420.0,29900,6443.5,37950,6419.5,9220,6444.0,52270,6419.0,1000
18577,deribit,BTC-PERPETUAL,2020-04-01 00:05:33.086355,1585699533086355,6431.5,32250,6431.0,38050,6432.5,25110,6430.5,20,6433.0,58340,6430.0,180,6433.5,30480,6429.5,63830,6434.0,1440,6429.0,32450,6434.5,28570,6428.5,110,6435.0,9180,6428.0,74250,6435.5,47020,6427.5,43180,6436.0,21550,6427.0,249530,6436.5,86840,6426.5,4930,6437.0,240,6426.0,38590,6437.5,24130,6425.5,49960,6438.0,20770,6425.0,5830,6438.5,53320,6424.5,43730,6439.0,133120,6424.0,93000,6439.5,25280,6423.5,38100,6440.0,18570,6423.0,46830,6440.5,41140,6422.5,48180,6441.0,185050,6422.0,100150,6442.0,27670,6421.5,25120,6442.5,134810,6421.0,5170,6443.0,10020,6420.5,1120,6443.5,37950,6420.0,29900,6444.0,52270,6419.5,9220,6444.5,200,6419.0,1000
18631,deribit,BTC-PERPETUAL,2020-04-01 00:05:34.056088,1585699534056088,6431.5,45110,6431.0,29830,6432.0,48640,6430.0,180,6432.5,28120,6429.5,11490,6433.0,470,6429.0,26150,6433.5,30480,6428.5,11530,6434.0,10440,6428.0,74020,6434.5,28570,6427.5,81620,6435.0,110,6427.0,231960,6435.5,61430,6426.5,29050,6436.0,21850,6426.0,26560,6436.5,78680,6425.5,49960,6437.0,3420,6425.0,19110,6437.5,113970,6424.5,43730,6438.0,19200,6424.0,3000,6438.5,35440,6423.5,38100,6439.0,43120,6423.0,44120,6439.5,25280,6422.5,91910,6440.0,18570,6422.0,146420,6440.5,41140,6421.5,25120,6441.0,185050,6421.0,5170,6442.0,25670,6420.5,1120,6442.5,136810,6420.0,24900,6443.0,15020,6419.5,11930,6443.5,60540,6419.0,1000,6444.0,47270,6418.5,30770
